volume_number,number,speechiness,key,time_signature,liveness,loudness,duration_ms,danceability,duration,valence,acousticness,energy,tempo,instrumentalness,mode,artist,title
12,8,0.132,11,4,0.0881,-4.936,299147,0.893,242,0.962,0.299,0.74,101.025,0,0,Snoop Dogg featuring Pharrell and Charlie Wilson,Beautiful
12,9,0.187,2,4,0.072,-3.982,290200,0.785,259,0.594,0.00877,0.783,98.132,0.00454,1,JC Chasez,Blowin' Me Up (With Her Love)
12,10,0.0646,6,4,0.0703,-4.926,283627,0.853,280,0.89,0.0439,0.811,114.961,0.000304,0,Justin Timberlake featuring Clipse,Like I Love You
12,11,0.0462,1,4,0.362,-13.639,296227,0.687,207,0.571,0.421,0.646,113.989,0.41,1,TÌ©lÌ©popmusik,Breathe
12,12,0.0609,1,4,0.167,-4.17,297587,0.596,260,0.495,0.226,0.761,121.792,0,0,Dru Hill,I Should Be...
12,13,0.0594,7,4,0.174,-4.984,249293,0.649,248,0.476,0.00676,0.718,79.993,4.26E-06,0,Kelly Rowland,Stole
12,14,0.0303,10,4,0.111,-8.999,240800,0.685,236,0.517,0.709,0.351,109.771,0,1,Aaliyah,Miss You
12,15,0.0473,0,4,0.157,-6.849,218760,0.638,217,0.357,0.506,0.54,143.772,0,1,Amanda Perez,Angel
12,16,0.0298,9,4,0.0987,-4.939,235947,0.516,246,0.195,0.128,0.567,136.135,0,1,Vanessa Carlton,Pretty Baby
12,17,0.0381,9,4,0.0698,-4.452,323467,0.646,222,0.525,0.127,0.887,110.964,0.000259,1,Keith Urban,Somebody Like You
12,18,0.0488,1,3,0.348,-3.318,238400,0.509,235,0.343,0.000671,0.843,140.055,0.000803,0,Chevelle,The Red
12,19,0.0634,1,4,0.174,-4.344,231200,0.363,230,0.389,0.00944,0.916,182.131,0,1,Saliva,Always
12,20,0.033,7,4,0.104,-5.66,260507,0.496,254,0.344,0.00457,0.765,74.072,0,1,3 Doors Down,When I'm Gone
13,1,0.14,4,4,0.0521,-6.055,267267,0.891,266,0.82,0.202,0.714,100.972,0.000234,0,Justin Timberlake,Rock Your Body
13,2,0.0555,10,4,0.0853,-5.416,222040,0.741,221,0.362,0.0398,0.575,93.992,0.127,0,Jennifer Lopez,I'm Glad
13,3,0.216,3,4,0.0504,-6.562,205000,0.676,203,0.533,0.0241,0.561,89.947,0,0,B2K,Girlfriend
13,4,0.301,1,4,0.0518,-4.857,280053,0.691,229,0.877,0.0186,0.858,92.773,0,1,Jay-Z,Excuse Me Miss
13,5,0.244,5,4,0.0908,-7.114,268333,0.573,218,0.578,0.00029,0.606,176.449,0,0,Ginuwine featuring Baby,Hell Yeah
13,6,0.331,6,4,0.106,-4.959,251373,0.582,237,0.66,0.0438,0.855,104.963,0,1,Joe Budden,Pump It Up
13,7,0.182,6,4,0.0666,-3.914,253720,0.837,248,0.703,0.103,0.885,95.313,0,0,Nas,I Can
13,8,0.0356,5,4,0.288,-8.443,245063,0.677,246,0.184,0.395,0.422,130.2,0,0,Frankie J,Don't Wanna Try
13,9,0.0318,10,4,0.105,-7.705,257160,0.682,242,0.264,0.555,0.547,120,0,1,Daniel Bedingfield,If You're Not the One
13,10,0.0557,1,4,0.233,-4.346,225427,0.685,223,0.852,0.00321,0.878,88.027,0,1,Counting Crows featuring Vanessa Carlton,Big Yellow Taxi
13,11,0.0262,5,4,0.143,-6.843,263867,0.599,263,0.282,0.0145,0.732,97.989,0.000467,1,Robbie Williams,Feel
13,12,0.307,4,4,0.334,-3.634,221587,0.377,222,0.587,0.0747,0.904,200.566,0,0,Stacie Orrico,Stuck
13,13,0.0286,7,4,0.0979,-3.819,225000,0.563,217,0.632,0.00028,0.91,110.839,0.00029,1,Lisa Marie Presley,Lights Out
13,14,0.0465,2,4,0.266,-5.688,197800,0.582,196,0.858,0.000517,0.829,130.969,0,1,Bowling for Soup,Girl All the Bad Guys Want
13,15,0.0603,8,4,0.127,-4.644,230667,0.566,229,0.861,0.00505,0.832,175.028,0,1,The Ataris,In This Diary
13,16,0.0904,8,4,0.359,-5.464,198493,0.356,196,0.68,0.00014,0.929,173.413,0.00674,0,Sum 41,The Hell Song
13,17,0.0398,11,4,0.0644,-3.617,252360,0.468,250,0.287,0.000281,0.851,92.079,0.00483,1,Chevelle,Send the Pain Below
13,18,0.0276,4,4,0.127,-6.338,239800,0.47,238,0.343,0.000315,0.687,87.995,7.06E-06,0,3 Doors Down,The Road I'm On
13,19,0.0236,6,4,0.161,-5.75,274480,0.692,225,0.333,0.0279,0.661,110.161,2.94E-06,0,Godsmack,Serenity
13,20,0.0279,5,4,0.183,-7.215,307880,0.577,250,0.271,0.599,0.749,130.969,0.0112,0,Coldplay,Clocks
14,1,0.226,2,4,0.0715,-6.596,236133,0.646,235,0.687,0.00249,0.77,99.165,0,0,BeyoncÌ© featuring Jay-Z,Crazy in Love
14,2,0.193,5,4,0.137,-3.219,272533,0.835,229,0.831,0.104,0.706,94.086,0,1,The Black Eyed Peas featuring Justin Timberlake,Where Is the Love?
14,3,0.103,4,4,0.286,-6.413,209490,0.833,206,0.731,0.207,0.677,132.876,3.92E-06,1,MÌ_a,My Love Is Like...Wo
14,4,0.362,6,4,0.0798,-6.197,184907,0.811,182,0.796,0.0391,0.657,199.958,0.712,1,Lumidee,"Never Leave You (Uh Oooh, Uh Oooh)"
14,5,0.253,2,4,0.0591,-3.977,249800,0.866,216,0.878,0.15,0.749,92.077,0,1,Chingy,Right Thurr
14,6,0.315,10,4,0.149,-7.035,224667,0.929,224,0.897,0.102,0.595,94.997,0,0,Murphy Lee featuring Jermaine Dupri,Wat Da Hook Gon Be
14,7,0.31,1,4,0.0724,-5.575,221240,0.585,220,0.947,0.266,0.625,87.055,4.82E-05,1,R. Kelly,Thoia Thoing
14,8,0.273,1,4,0.0701,-4.453,261333,0.878,259,0.774,0.103,0.63,104.879,0,1,Bow Wow featuring Baby,Let's Get Down
14,9,0.0442,1,4,0.0742,-5.351,294867,0.841,274,0.873,0.0729,0.629,97.963,0,1,Justin Timberlake,SeÌ±orita
14,10,0.121,0,4,0.0632,-3.628,226027,0.803,209,0.719,0.0107,0.773,91.915,0,1,ThalÌ_a featuring Fat Joe,I Want You
14,11,0.26,5,4,0.114,-3.071,243493,0.694,238,0.501,0.635,0.752,82.529,6.44E-06,0,Baby Bash featuring Frankie J.,Suga Suga
14,12,0.0776,1,4,0.0753,-5.873,243307,0.691,242,0.334,0.508,0.541,127.683,0,1,Ginuwine,In Those Jeans
14,13,0.225,10,4,0.0535,-6.123,270880,0.67,228,0.51,0.573,0.616,120.129,0,1,Jagged Edge,Walked Outta Heaven
14,14,0.0958,1,4,0.189,-3.785,200387,0.58,199,0.676,0.0917,0.922,89.841,0,1,Stacie Orrico,(There's Gotta Be) More to Life
14,15,0.0405,11,4,0.165,-4.849,208360,0.487,207,0.238,0.0273,0.759,80.958,0,1,Liz Phair,Why Can't I?
14,16,0.0413,11,4,0.0808,-4.927,197987,0.774,195,0.901,0.0021,0.75,118.015,1.85E-05,0,Fountains of Wayne,Stacy's Mom
14,17,0.0331,3,4,0.358,-5.497,183493,0.663,181,0.609,0.00212,0.72,135.342,0,1,Good Charlotte,Girls & Boys
14,18,0.0691,6,4,0.0975,-2.879,258000,0.251,241,0.269,0.000674,0.954,191.059,0.000132,1,The Ataris,The Boys of Summer
14,19,0.0391,11,4,0.226,-5.659,207467,0.455,205,0.574,0.000616,0.858,163.118,0.000247,0,Nickelback,Someday
14,20,0.0248,10,4,0.134,-6.733,238560,0.536,234,0.227,0.0537,0.55,144.018,0,0,3 Doors Down,Here Without You
15,1,0.0302,11,4,0.325,-4.431,225867,0.597,226,0.8,0.00368,0.762,126.325,0.00117,1,No Doubt,It's My Life
15,2,0.121,5,4,0.241,-3.925,198813,0.774,198,0.928,0.0279,0.847,143.011,0.0183,0,Britney Spears,Toxic
15,3,0.357,6,4,0.111,-4.774,213760,0.745,213,0.783,0.358,0.841,97.909,0,1,Ludacris featuring Shawnna,Stand Up
15,4,0.154,1,4,0.118,-6.911,469333,0.882,269,0.652,0.0912,0.663,122.67,0,1,Chingy featuring Ludacris and Snoop Dogg,Holidae In
15,5,0.183,9,4,0.292,-5.185,270240,0.834,269,0.746,0.0897,0.664,95.079,0,0,Westside Connection featuring Nate Dogg,Gangsta Nation
15,6,0.172,1,4,0.0728,-5.328,254173,0.773,220,0.923,0.134,0.824,94.998,0,0,Sarah Connor,Bounce
15,7,0.266,2,4,0.28,-3.96,296187,0.807,224,0.594,0.0894,0.693,112.977,0,1,The Black Eyed Peas,Shut Up
15,8,0.102,4,4,0.0662,-6.11,237840,0.896,237,0.657,0.273,0.552,93.001,0,0,Nick Cannon featuring R. Kelly,Gigolo
15,9,0.0803,1,4,0.137,-9.092,301133,0.75,301,0.53,0.226,0.458,83.61,3.25E-05,1,BeyoncÌ©,"Me, Myself and I"
15,10,0.122,9,4,0.258,-7.03,226493,0.754,197,0.784,0.36,0.614,149.297,3.95E-05,0,Baby Bash featuring Perla Cruz & Russell Lee,Shorty Doowop
15,11,0.0653,0,4,0.0404,-6.245,225107,0.828,224,0.567,0.214,0.653,68.507,3.25E-06,0,Eamon,I Don't Want You Back
15,12,0.108,0,4,0.215,-4.583,191827,0.553,189,0.596,0.0923,0.756,94.487,0,1,Jessica Simpson,With You
15,13,0.031,8,4,0.106,-13.797,200627,0.526,199,0.67,0.941,0.299,156.848,0.097,1,Norah Jones,Sunrise
15,14,0.0248,2,4,0.0728,-7.52,230973,0.638,224,0.557,0.759,0.336,78.86,0,1,Sheryl Crow,The First Cut Is the Deepest
15,15,0.0361,11,4,0.15,-5.554,251960,0.52,221,0.434,0.013,0.688,160.108,4.41E-06,0,Fefe Dobson,Everything
15,16,0.0421,6,4,0.139,-5.157,231480,0.498,230,0.423,0.00461,0.83,89.342,0,0,Three Days Grace,(I Hate) Everything About You
15,17,0.0901,4,4,0.504,-5.893,172646,0.417,173,0.58,0.102,0.956,173.108,0,1,Blink-182,Feeling This
15,18,0.0769,1,4,0.113,-5.354,245600,0.424,243,0.16,0.000884,0.937,137.861,0,1,Good Charlotte,Hold On
15,19,0.0367,9,4,0.107,-6.484,254347,0.327,250,0.172,9.7E-05,0.793,164.262,0.239,0,Fuel,Falls on Me
15,20,0.0279,7,4,0.264,-7.482,244667,0.636,246,0.291,0.586,0.561,120.471,1.51E-05,1,Five for Fighting,100 Years
16,1,0.0828,1,4,0.116,-3.383,298773,0.851,282,0.854,0.497,0.849,120.014,2.05E-06,0,D12,My Band
16,2,0.0648,0,4,0.205,-2.206,239240,0.715,231,0.964,0.0644,0.97,79.504,0.000156,1,Outkast,Hey Ya!
16,3,0.161,6,4,0.0913,-8.686,208573,0.588,205,0.658,0.237,0.461,200.053,1.54E-05,0,BeyoncÌ©,Naughty Girl
16,4,0.0446,11,4,0.0573,-6.446,232000,0.876,231,0.829,0.0234,0.71,121.072,0.000161,0,Nina Sky featuring Jabba,Move Ya Body
16,5,0.076,11,4,0.0882,-4.244,201000,0.791,194,0.554,0.0111,0.725,84.57,0.000191,0,Christina Milian,Dip It Low
16,6,0.24,4,4,0.605,-6.325,214893,0.866,225,0.925,0.0897,0.875,100.171,1.47E-06,0,The Black Eyed Peas,Hey Mama
16,7,0.264,5,4,0.128,-7.05,255360,0.616,231,0.949,0.123,0.71,93.938,0,1,Beenie Man featuring Ms. Thing,Dude
16,8,0.178,2,4,0.364,-3.718,235187,0.756,233,0.654,0.0744,0.691,104.999,0,1,Petey Pablo,Freek-a-Leek
16,9,0.34,0,4,0.0675,-4.96,248200,0.711,247,0.865,0.526,0.733,172.925,0,0,Juvenile featuring Soulja Slim,Slow Motion
16,10,,,,,,,,226,,,,,,,JoJo,Leave (Get Out)
16,11,0.221,4,4,0.235,-6.778,183013,0.723,255,0.853,0.06,0.873,162.558,0,0,Chingy featuring J. Weav,One Call Away
16,12,0.0337,3,4,0.116,-12.852,230307,0.398,221,0.11,0.966,0.284,109.599,8.57E-05,1,Britney Spears,Everytime
16,13,0.0271,7,4,0.25,-6.006,195347,0.568,189,0.408,0.252,0.607,99.692,0,1,Jessica Simpson,Take My Breath Away
16,14,0.0293,4,4,0.16,-4.67,232800,0.473,230,0.0847,0.0134,0.643,82.95,0,1,Hoobastank,The Reason
16,15,0.0353,9,4,0.235,-4.156,161293,0.723,153,0.966,0.000452,0.929,130.03,0.125,0,Lenny Kravitz,Where Are We Runnin'?
16,16,0.0638,6,4,0.0947,-3.751,198267,0.486,195,0.763,3.43E-05,0.904,173.734,2.83E-05,0,Yellowcard,Ocean Avenue
16,17,0.0297,1,4,0.0696,-5.282,186893,0.373,185,0.572,9.4E-06,0.737,177.9,0,1,Three Days Grace,Just Like You
16,18,0.0467,2,4,0.42,-3.948,199813,0.396,199,0.529,0.00415,0.905,151.503,0,1,Switchfoot,Meant to Live
16,19,0.0679,6,4,0.0824,-5.403,227347,0.664,220,0.797,0.378,0.862,91.91,4.19E-06,1,Los Lonely Boys,Heaven
16,20,0.087,11,4,0.691,-4.622,215920,0.51,220,0.712,0.105,0.847,184.942,0,1,Gretchen Wilson,Redneck Woman
17,1,0.137,11,4,0.186,-2.218,217213,0.784,216,0.776,0.0983,0.811,104.97,0,0,The Black Eyed Peas,Let's Get It Started
17,2,0.517,1,5,0.106,-3.359,247427,0.698,247,0.694,0.129,0.922,126.594,0,1,Terror Squad featuring Fat Joe & Remy,Lean Back
17,3,0.0491,5,4,0.298,-6.306,223000,0.826,223,0.855,0.0277,0.647,102.017,1.52E-06,0,Ciara featuring Petey Pablo,Goodies
17,4,0.144,10,4,0.053,-5.839,390653,0.868,226,0.43,0.011,0.379,106.945,1.29E-05,0,"Houston featuring Chingy, Nate Dogg & I-20",I Like That
17,5,0.292,1,4,0.0852,-7.02,192427,0.795,190,0.703,0.0766,0.899,115.062,0,1,Beastie Boys,Ch-Check It Out
17,6,0.0511,1,4,0.106,-4.359,336507,0.602,271,0.59,0.0722,0.636,163.158,1.52E-06,0,Nelly featuring Jaheim,My Place
17,7,0.0945,0,4,0.131,-9.867,225173,0.814,220,0.808,0.0248,0.387,93.961,0,1,Lil' Flip featuring Lea,Sunshine
17,8,0.216,4,4,0.0687,-2.232,263733,0.773,263,0.486,0.0753,0.929,92.968,2.67E-06,0,J-Kwon,You & Me
17,9,0.238,1,4,0.0612,-3.378,240000,0.602,241,0.559,0.0164,0.938,168.417,0,0,Jadakiss featuring Anthony Hamilton,Why?
17,10,0.383,7,4,0.458,-6.273,247880,0.565,229,0.399,0.0715,0.611,89.98,0,1,Akon featuring Styles P,Locked Up
17,11,,,,,,,,192,,,,,,,JoJo,Baby It's You
17,12,0.0358,10,4,0.125,-5.011,244747,0.301,243,0.216,0.233,0.604,149.326,0,1,Jessica Simpson,Angels
17,13,0.0336,1,4,0.0804,-9.286,279573,0.593,270,0.482,0.476,0.554,151.953,0,1,Finger Eleven,One Thing
17,14,0.0649,4,4,0.137,-4.08,246827,0.439,246,0.35,0.0196,0.908,140.018,0.0054,1,Switchfoot,Dare You to Move
17,15,0.0368,2,4,0.27,-5.55,194227,0.451,193,0.635,6.06E-05,0.815,147.974,0,0,Crossfade,Cold
17,16,0.104,2,4,0.103,-4.205,217440,0.5,215,0.743,0.0535,0.802,174.039,0,1,Ashlee Simpson,Pieces of Me
17,17,0.0371,9,4,0.136,-8.821,237027,0.278,236,0.494,0.000423,0.676,104.545,0.000899,1,Franz Ferdinand,Take Me Out
17,18,0.0665,4,4,0.337,-4.422,193000,0.607,192,0.852,0.000246,0.878,119.955,0,1,Bowling for Soup,1985
17,19,0.0279,0,4,0.904,-4.871,196760,0.656,196,0.79,0.0127,0.717,123.988,1.22E-05,1,Gretchen Wilson,Here for the Party
17,20,0.0355,2,4,0.141,-3.166,229533,0.587,224,0.729,0.0594,0.895,131.962,0,1,Keith Urban,Days Go By
18,1,0.0613,2,4,0.141,-3.892,194520,0.391,190,0.671,0.000153,0.831,139.946,0.00192,1,U2,Vertigo
18,2,0.0776,2,4,0.383,-2.586,221227,0.676,217,0.725,0.0696,0.942,136.044,1.97E-06,0,Gwen Stefani,What You Waiting For?
18,3,0.0547,10,4,0.332,-5.668,196307,0.892,188,0.867,0.0186,0.764,115.014,0.0358,0,Lindsay Lohan,Rumors
18,4,0.215,1,4,0.103,-4.149,266067,0.881,268,0.645,0.187,0.622,91.989,0,1,Snoop Dogg featuring Pharrell,Drop It Like It's Hot
18,5,0.361,7,4,0.0833,-6.799,325573,0.878,243,0.887,0.0444,0.417,77.49,0,1,Destiny's Child featuring T.I. and Lil Wayne,Soldier
18,6,0.0394,1,4,0.259,-5.662,186307,0.601,186,0.293,0.071,0.621,94.553,4.12E-06,0,Ashanti,Only U
18,7,0.0759,11,4,0.0988,-5.48,215907,0.928,213,0.887,0.0527,0.643,93.006,0,0,Chingy,Balla Baby
18,8,0.0833,7,4,0.396,-4.776,210867,0.661,209,0.657,0.0347,0.796,87.982,0,1,John Legend,Used to Love U
18,9,0.0892,2,4,0.123,-10.092,253947,0.619,251,0.41,0.00841,0.512,84.84,1.48E-06,1,Nelly featuring Tim McGraw,Over and Over
18,10,0.047,8,4,0.303,-8.321,225627,0.649,222,0.572,0.0939,0.503,75.037,0,1,Frankie J featuring Baby Bash,Obsession (No Es Amor)
18,11,0.0405,0,4,0.194,-6.265,280707,0.742,246,0.59,0.081,0.515,120.086,0,1,Omarion,O
18,12,0.0259,10,4,0.091,-11.43,277000,0.582,246,0.29,0.827,0.253,90.184,2.95E-05,1,Howie Day,Collide
18,13,0.0403,7,4,0.0809,-4.954,306133,0.402,237,0.258,0.016,0.846,151.915,2.82E-05,1,Hoobastank,Disappear
18,14,0.0717,4,3,0.204,-4.55,223173,0.481,222,0.283,0.00465,0.88,95.023,6.02E-05,1,Chevelle,Vitamin R (Leading Us Along)
18,15,0.035,8,4,0.228,-5.216,260680,0.366,238,0.598,2.64E-05,0.847,166.17,0,1,Three Days Grace,Home
18,16,0.034,0,4,0.0848,-4.469,255573,0.808,220,0.788,0.0162,0.584,111.966,0.504,1,Lenny Kravitz,Lady
18,17,0.0347,10,4,0.107,-4.723,165947,0.804,164,0.908,0.0148,0.832,111.023,0,0,Good Charlotte,I Just Wanna Live
18,18,0.0446,2,4,0.0765,-7.23,176920,0.664,174,0.96,0.0219,0.715,139.045,0,1,Frickin' A,Jessie's Girl
18,19,0.046,9,4,0.0915,-2.91,172373,0.478,161,0.643,0.0288,0.687,188.172,1.18E-06,0,Skye Sweetnam,Tangled Up in Me
18,20,0.0333,4,4,0.0449,-4.41,239400,0.655,237,0.614,0.0369,0.747,118.054,1.29E-06,1,Keith Urban,You're My Better Half
19,1,0.0887,10,4,0.0289,-2.072,199907,0.92,198,0.909,0.38,0.918,110.02,2.71E-06,0,Gwen Stefani,Hollaback Girl
19,2,0.191,1,4,0.597,-5.143,196653,0.88,193,0.513,0.00803,0.881,102.517,0.000144,1,Will Smith,Switch
19,3,0.332,10,5,0.0416,-4.683,238747,0.636,234,0.898,0.115,0.946,125.085,3.75E-05,0,Amerie,1 Thing
19,4,0.0506,7,4,0.0697,-7.135,256347,0.8,255,0.368,0.000298,0.496,128.29,0,1,Ciara featuring Ludacris,Oh
19,5,0.101,11,4,0.338,-4.832,258667,0.563,232,0.598,0.17,0.746,186.118,5.58E-06,0,Bobby V,Slow Down
19,6,0.248,4,4,0.182,-4.411,250760,0.592,250,0.207,0.242,0.678,83.976,0,0,Eminem,Mockingbird
19,7,0.148,11,4,0.118,-8.24,234382,0.745,214,0.579,0.0131,0.62,99.989,0,1,Brooke Valentine featuring Big Boi and Lil Jon,Girlfight
19,8,0.105,6,4,0.04,-6.019,224147,0.567,219,0.552,0.31,0.747,89.036,0,0,Destiny's Child,Girl
19,9,0.0427,0,4,0.123,-5.367,212893,0.74,212,0.801,0.0297,0.783,100.011,0.000308,1,Shakira,La Tortura
19,10,0.114,9,4,0.0957,-5.433,219920,0.9,220,0.787,0.0443,0.371,100.015,0,0,Baby Bash featuring Akon,Baby I'm Back
19,11,0.0332,2,4,0.201,-8.456,230507,0.749,232,0.648,0.0584,0.495,126.12,0,1,Frankie J,How to Deal
19,12,0.0807,10,3,0.0873,-14.001,281467,0.469,240,0.36,0.929,0.132,67.011,0,1,John Legend,Ordinary People
19,13,0.0278,2,3,0.0881,-7.715,279827,0.386,247,0.264,0.417,0.452,169.837,0,1,Anna Nalick,Breathe (2 AM)
19,14,0.0255,4,4,0.107,-9.379,236000,0.687,249,0.322,0.614,0.454,103.93,0.000107,1,Keith Urban,Making Memories of Us
19,15,0.0331,4,4,0.0768,-4.834,239587,0.437,235,0.158,0.231,0.589,133.631,0,1,Backstreet Boys,Incomplete
19,16,0.0387,1,4,0.107,-4.881,243053,0.478,232,0.456,0.0192,0.856,91.998,0,0,3 Doors Down,Let Me Go
19,17,0.0399,9,4,0.14,-5.005,240453,0.551,190,0.236,0.00585,0.865,112.486,0,1,Relient K,Be My Escape
19,18,0.0917,1,4,0.0926,-3.66,222587,0.33,221,0.218,0.00108,0.936,148.112,0,1,The Killers,Mr. Brightside
19,19,0.0567,11,4,0.0746,-6.765,287907,0.523,261,0.356,0.00491,0.898,123.085,0.0345,0,Coldplay,Speed of Sound
19,20,0.177,6,4,0.613,-6.679,222640,0.818,207,0.772,0.00836,0.705,138.559,0.00233,1,Gorillaz featuring De La Soul,Feel Good Inc.
20,1,0.121,4,4,0.0471,-7.105,226864,0.904,180,0.809,0.0311,0.813,125.461,0.00697,0,Missy Elliott featuring Ciara and Fat Man Scoop,Lose Control
20,2,0.0645,5,4,0.472,-2.73,239773,0.691,241,0.587,0.00877,0.929,130.899,0,0,The Black Eyed Peas,Don't Phunk with My Heart
20,3,0.0888,1,4,0.0992,-3.709,272080,0.879,216,0.583,0.00603,0.643,120.012,1.42E-06,1,The Pussycat Dolls featuring Busta Rhymes,Don't Cha
20,4,0.201,7,4,0.0944,-8.32,246960,0.768,213,0.474,0.000228,0.641,98.974,0.000571,1,Rihanna,Pon de Replay
20,5,0.264,1,4,0.14,-4.074,329627,0.69,238,0.779,0.257,0.877,92.165,0,0,Ludacris featuring Bobby Valentino,Pimpin' All Over the World
20,6,0.155,6,4,0.0746,-8.389,205640,0.547,205,0.504,0.0504,0.594,81.9,0,1,Bow Wow featuring Ciara,Like You
20,7,0.373,7,4,0.185,-9.139,282093,0.781,282,0.682,0.00447,0.625,83.024,0,1,"Dem Franchize Boyz featuring Jermaine Dupri, Da Brat and Bow Wow",I Think They Like Me (Remix)
20,8,0.197,11,4,0.235,-7.043,245400,0.605,243,0.468,0.286,0.584,125.802,0,0,Destiny's Child,Cater 2 U
20,9,0.382,1,4,0.127,-11.232,233440,0.446,223,0.656,0.657,0.401,82.942,0,1,Lyfe Jennings,Must Be Nice
20,10,0.134,5,4,0.0741,-6.424,216467,0.75,215,0.812,0.0312,0.602,97.01,0,1,Natasha Bedingfield,"These Words (I Love You, I Love You)"
20,11,0.0382,9,4,0.197,-4.682,198973,0.548,195,0.471,0.00165,0.889,90.048,0.00109,1,Kelly Clarkson,Behind These Hazel Eyes
20,12,0.0305,9,4,0.098,-9.238,271040,0.558,268,0.193,0.844,0.268,144.712,0,0,D.H.T. featuring EdmÌ©e,Listen to Your Heart
20,13,0.0348,2,4,0.0804,-3.506,231187,0.709,232,0.629,0.000269,0.555,106,0,1,Backstreet Boys,Just Want You to Know
20,14,0.0395,9,4,0.0769,-1.6,234147,0.571,230,0.725,0.00509,0.89,110.958,0,1,The Click Five,Just the Girl
20,15,0.0453,0,4,0.689,-2.871,215000,0.413,215,0.759,0.0783,0.942,123.085,0.000412,1,Franz Ferdinand,Do You Want To
20,16,0.161,5,4,0.187,-3.735,196093,0.542,195,0.718,0.107,0.819,175.711,0,1,Weezer,Beverly Hills
20,17,0.0794,7,4,0.163,-4.741,229093,0.499,226,0.692,0.00898,0.824,161.977,0,1,Fall Out Boy,"Sugar, We're Goin' Down"
20,18,0.0267,7,3,0.169,-7.703,195493,0.461,207,0.35,0.1,0.446,139.868,0,1,Lifehouse,You and Me
20,19,0.0338,3,4,0.113,-8.74,295533,0.209,293,0.122,0.163,0.418,138.265,0.00195,1,Coldplay,Fix You
20,20,0.0408,2,4,0.0927,-8.395,231293,0.55,292,0.575,0.379,0.543,82.761,0,1,Keith Urban,You'll Think of Me
21,1,0.0374,10,4,0.101,-6.893,233867,0.701,233,0.403,0.0536,0.542,143.595,0,0,Mariah Carey,Don't Forget About Us
21,2,0.052,9,4,0.0778,-6.299,207507,0.652,208,0.38,0.289,0.551,79.995,0,1,The Pussycat Dolls,Stickwitu
21,3,0.266,4,4,0.361,-7.305,271160,0.862,270,0.82,0.0406,0.515,82.99,0,0,Nelly featuring Paul Wall and Ali & Gipp,Grillz
21,4,0.102,1,4,0.387,-6.684,229867,0.85,192,0.228,0.0246,0.482,100.957,0,0,Chris Brown,Run It!
21,5,0.223,4,4,0.111,-5.987,326960,0.8,223,0.611,0.12,0.688,123.929,4.05E-06,1,The Black Eyed Peas,My Humps
21,6,0.259,8,4,0.0399,-7.424,208107,0.51,206,0.703,0.128,0.693,96.052,0,1,Rihanna,If It's Lovin' That You Want
21,7,0.316,10,4,0.162,-5.653,270147,0.766,228,0.492,0.0649,0.606,160.136,0,0,Bow Wow featuring J-Kwon and Jermaine Dupri,Fresh AZIMIZ
21,8,0.307,5,4,0.1,-5.854,229813,0.886,228,0.613,0.082,0.62,76.035,0,1,Dem Franchize Boyz featuring Peanut and Charlay,"Lean wit It, Rock wit It"
21,9,0.0326,10,4,0.376,-11.223,275133,0.725,215,0.526,0.038,0.622,106.596,0.0136,1,Three 6 Mafia featuring Young Buck and Eightball & MJG,Stay Fly
21,10,0.108,0,4,0.081,-11.617,230713,0.722,185,0.172,0.088,0.329,99.991,0,0,T-Pain,I'm Sprung
21,11,0.302,5,4,0.341,-7.22,337640,0.524,237,0.63,0.27,0.635,127.618,0,0,Ray J,One Wish
21,12,0.0314,5,4,0.123,-5.362,219493,0.583,219,0.136,0.254,0.584,140.039,0,0,Kelly Clarkson,Because of You
21,13,0.0399,5,4,0.0822,-6.333,259333,0.706,231,0.633,0.00577,0.801,100.013,0,1,Natasha Bedingfield,Unwritten
21,14,0.0292,8,4,0.136,-3.756,258920,0.513,231,0.405,0.000932,0.877,145.919,0.000163,1,Nickelback,Photograph
21,15,0.0466,10,4,0.667,-4.256,193653,0.453,193,0.459,0.0004,0.942,143.85,2.65E-06,1,The All-American Rejects,Dirty Little Secret
21,16,0.139,11,4,0.078,-3.144,180267,0.616,179,0.531,0.00494,0.961,114.492,0,0,Fall Out Boy,"Dance, Dance"
21,17,0.0943,3,4,0.102,-3.493,232267,0.397,232,0.481,0.00258,0.903,166.865,0,1,Relient K,Who I Am Hates Who I've Been
21,18,0.0372,11,4,0.298,-5.852,245000,0.76,211,0.964,0.0226,0.891,120.265,0.0868,0,Gorillaz,Dare
21,19,0.108,11,4,0.225,-5.317,240093,0.536,239,0.634,0.399,0.943,123.759,2.27E-05,0,Trace Adkins,Honky Tonk Badonkadonk
21,20,0.052,8,4,0.41,-5.373,196467,0.635,197,0.485,0.00474,0.974,142.049,1.56E-05,1,Cascada,Everytime We Touch
22,1,0.04,7,4,0.361,-4.819,238920,0.68,239,0.465,0.00474,0.649,137.009,9.23E-05,1,Rihanna,SOS
22,2,0.0669,0,4,0.0718,-4.651,216467,0.951,216,0.83,0.104,0.597,125.024,0,0,Sean Paul,Temperature
22,3,0.101,8,4,0.517,-4.77,302000,0.788,243,0.85,0.181,0.808,143.04,0,0,Chamillionaire featuring Krayzie Bone,Ridin'
22,4,0.267,7,4,0.388,-6.845,210453,0.705,209,0.86,0.0708,0.796,166.042,0,1,BeyoncÌ©,Check on It
