volume_number,number,speechiness,key,time_signature,liveness,loudness,duration_ms,danceability,duration,valence,acousticness,energy,tempo,instrumentalness,mode,artist,title
1,17,0.0251,2,4,0.106,-9.159,173493,0.67,172,0.623,0.238,0.558,80.511,0,1,Marcy Playground,Sex & Candy
2,1,0.0307,0,4,0.443,-5.745,211067,0.759,212,0.901,0.202,0.699,92.96,0.000131,0,Britney Spears,...Baby One More Time
2,2,0.0307,2,4,0.0875,-5.357,300773,0.618,301,0.727,0.171,0.896,113.961,0,1,New Radicals,You Get What You Give
2,3,0.0471,6,4,0.196,-5.302,247573,0.545,246,0.784,0.0556,0.902,91.251,0,1,Robbie Williams,Millennium
2,4,0.0295,7,4,0.155,-5.483,273533,0.486,274,0.27,0.0237,0.867,92.757,1.66E-06,1,Semisonic,Closing Time
2,5,0.0362,0,4,0.2,-7.097,183160,0.536,182,0.544,0.0846,0.607,142.241,6.04E-05,1,U2,Sweetest Thing (The Single Mix)
2,6,0.0328,4,4,0.305,-5.471,247000,0.599,247,0.573,0.00843,0.824,104.679,0.000221,0,Sheryl Crow,My Favorite Mistake
2,7,0.0536,1,4,0.203,-5.482,204267,0.572,204,0.708,0.055,0.932,112.509,0.762,1,Fatboy Slim,Praise You (Radio Edit)
2,8,0.0395,0,4,0.485,-4.492,217333,0.545,218,0.529,0.00176,0.83,113.682,0.0654,1,Garbage,I Think I'm Paranoid
2,9,0.043,9,4,0.0917,-8.171,164267,0.761,164,0.602,0.0426,0.735,125.815,0.0838,0,Cake,Never There
2,10,0.0269,0,4,0.113,-6.147,296347,0.732,297,0.506,0.296,0.658,104.503,0,1,98 Degrees,Because of You
2,11,0.026,4,4,0.117,-4.489,275427,0.552,283,0.363,0.0846,0.694,136.019,0,1,Spice Girls,Goodbye (Single Version)
2,12,0.0939,4,4,0.608,-4.92,243000,0.578,244,0.628,0.215,0.872,95.49,0.000264,0,Blackstreet & MÌ_a featuring Mase & Blinky Blink,Take Me There
2,13,0.101,2,4,0.0952,-6.526,278760,0.682,278,0.714,0.467,0.579,76.915,2.21E-06,0,R. Kelly,When a Woman's Fed Up (Clean Version)
2,14,0.0411,1,4,0.0779,-5.401,231400,0.568,232,0.721,0.000431,0.94,97.096,4.96E-05,1,Everclear,Father of Mine
2,15,0.131,7,4,0.334,-7.497,171093,0.766,168,0.603,0.0136,0.701,95.624,0.000384,1,Sublime,What I Got (Clean Version)
2,16,0.029,7,3,0.153,-6.005,287507,0.519,287,0.34,0.0885,0.589,161.992,0,0,Backstreet Boys,I'll Never Break Your Heart
2,17,0.294,10,4,0.0285,-6.017,238467,0.883,216,0.566,0.0814,0.659,77.03,0.00119,0,Jay-Z,Hard Knock Life (Ghetto Anthem) (Edit)
2,18,0.363,6,4,0.391,-13.365,309133,0.827,305,0.8,0.639,0.526,91.552,8.2E-06,0,Baz Luhrmann,Everybody's Free (To Wear Sunscreen) (Edit)
3,1,0.0323,11,4,0.0829,-5.881,200373,0.731,199,0.775,0.0319,0.861,104.034,0,1,Smash Mouth,All Star
3,2,0.0714,1,4,0.0782,-7.971,261707,0.669,231,0.593,0.024,0.7,83.989,0,1,Lenny Kravitz,American Woman
3,3,0.0732,6,4,0.0893,-7.376,148573,0.403,149,0.563,0.017,0.956,157.706,7.09E-05,1,Blink-182,What's My Age Again?
3,4,0.0409,7,4,0.151,-4.514,214067,0.64,213,0.548,0.0606,0.873,99.898,0.00159,1,Enrique Iglesias,Bailamos
3,5,0.0259,10,4,0.102,-5.693,245067,0.745,237,0.801,0.42,0.742,95.996,0,1,Britney Spears,Sometimes
3,6,0.029,1,4,0.0675,-7.114,276573,0.731,275,0.396,0.0644,0.574,95.995,0,1,Backstreet Boys,All I Have to Give
3,7,0.0338,3,4,0.124,-6.763,278600,0.687,224,0.577,0.214,0.532,134.283,0,1,K-Ci & JoJo,Tell Me It's Real
3,8,0.256,7,4,0.339,-6.725,413880,0.665,209,0.0687,0.0117,0.991,152.596,0.00392,1,Fatboy Slim,The Rockafeller Skank
3,9,0.0907,11,4,0.712,-5.967,289560,0.548,268,0.307,0.00237,0.926,97.55,0.163,1,Limp Bizkit,Nookie
3,10,0.0459,0,4,0.196,-4.355,226493,0.436,225,0.465,1.88E-05,0.944,131.656,0.358,0,Garbage,Special
3,11,0.0255,8,3,0.0605,-8.273,378573,0.505,298,0.126,0.677,0.411,80.948,1.23E-05,1,R. Kelly,If I Could Turn Back the Hands of Time
3,12,0.0725,10,4,0.299,-8.581,275173,0.702,271,0.47,0.435,0.52,120.005,0,1,Ideal,Get Gone
3,13,0.0668,1,4,0.05,-7.053,264400,0.746,266,0.462,0.218,0.629,111.566,0,0,ChantÌ© Moore,ChantÌ©'s Got a Man
3,14,0.0346,1,4,0.105,-3.663,208493,0.637,206,0.596,0.0437,0.846,103.119,0,1,Blessid Union of Souls,Hey Leonardo (She Likes Me for Me)
3,15,0.0233,8,4,0.111,-7.056,238093,0.638,240,0.474,0.00913,0.666,100.01,0.000843,0,Oleander,Why I'm Here
3,16,0.0345,4,4,0.0861,-7.124,276000,0.746,278,0.517,0.191,0.615,120.049,0,0,Case,Happily Ever After
3,17,0.0295,10,4,0.0696,-7.022,274093,0.721,275,0.536,0.173,0.507,87.986,0,1,98 Degrees,The Hardest Thing
3,18,0.0324,4,4,0.169,-7.461,153067,0.599,152,0.488,0.366,0.666,156.206,0.00158,1,Fastball,Out of My Head
4,1,0.037,0,4,0.617,-2.994,232827,0.661,232,0.772,0.11,0.973,108.037,1.74E-05,0,Backstreet Boys,Larger than Life
4,2,0.0341,0,4,0.32,-4.288,198067,0.748,198,0.962,0.0534,0.939,104.001,0,0,Britney Spears,(You Drive Me) Crazy
4,3,0.0336,3,4,0.112,-2.563,227707,0.813,227,0.795,0.486,0.949,115.061,9.75E-06,0,Marc Anthony,I Need to Know
4,4,0.0905,7,4,0.165,-4.185,234373,0.818,234,0.656,0.164,0.849,100.503,4.36E-05,1,Mandy Moore,Candy
4,5,0.0582,7,4,0.39,-11.471,283748,0.822,206,0.771,0.259,0.969,128.007,0.000162,0,Eiffel 65,Blue (Da Ba Dee)
4,6,0.0422,6,4,0.161,-12.204,284741,0.632,238,0.238,0.0604,0.579,135.009,0.885,1,Sonique,It Feels So Good
4,7,0.0542,5,4,0.073,-7.715,257733,0.69,255,0.654,0.000447,0.664,87.287,0.0343,0,Lenny Kravitz,I Belong to You
4,8,0.0287,9,4,0.077,-8.769,251253,0.556,250,0.779,0.307,0.517,169.938,0.00115,1,Savage Garden,I Knew I Loved You
4,9,0.0376,6,4,0.416,-5.919,296800,0.724,279,0.581,0.256,0.485,136.057,1.35E-05,1,Joe,I Wanna Know
4,10,0.15,1,4,0.163,-6.369,284240,0.635,284,0.916,0.263,0.841,93.051,0,0,Aaliyah,Try Again
4,11,0.0418,10,4,0.103,-6.165,246427,0.695,245,0.845,0.00341,0.945,125.013,0.0727,0,Jennifer Lopez,Waiting for Tonight
4,12,0.0786,10,4,0.0633,-9.973,277413,0.806,275,0.871,0.278,0.494,99.003,4.69E-05,0,Montell Jordan,Get It On Tonite
4,13,0.113,7,4,0.217,-11.396,245360,0.914,245,0.872,0.241,0.56,101.017,0.0213,1,Ben Harper,Steal My Kisses
4,14,0.0298,5,4,0.0446,-5.035,181027,0.74,182,0.962,0.0235,0.866,118.64,0,0,Smash Mouth,Then the Morning Comes
4,15,0.0486,7,4,0.118,-7.775,239933,0.675,238,0.57,0.0863,0.553,90.02,7.58E-06,1,Train,Meet Virginia
4,16,0.0299,2,4,0.0804,-7.284,239440,0.593,236,0.755,0.313,0.642,76.403,0.000582,1,Macy Gray,I Try
4,17,0.115,1,4,0.144,-5.09,257373,0.31,255,0.333,0.0703,0.874,163.86,0,1,Hanson,This Time Around
4,18,0.057,0,4,0.547,-4.764,168000,0.439,167,0.689,0.0122,0.891,148.599,0,1,Blink-182,All the Small Things
5,1,0.071,0,4,0.0372,-4.672,192427,0.636,191,0.913,0.0407,0.873,165.071,1.27E-06,0,NSYNC,It's Gonna Be Me
5,2,0.0488,0,4,0.104,-6.068,205267,0.666,204,0.654,0.0593,0.792,123.914,1.13E-06,1,98 Degrees,Give Me Just One Night (Una Noche)
5,3,0.0567,1,4,0.0537,-4.639,230200,0.771,227,0.683,0.00543,0.685,88.997,0.00157,1,Destiny's Child,"Jumpin', Jumpin'"
5,4,0.0445,11,4,0.0394,-8.196,243533,0.859,229,0.448,0.0661,0.622,134.007,0,1,Kandi,Don't Think I'm Not
5,5,0.0576,9,4,0.233,-5.867,197693,0.715,216,0.787,0.0689,0.815,106.001,0,1,Jessica Simpson,I Think I'm in Love with You
5,6,0.0419,6,4,0.0405,-6.357,208693,0.696,204,0.942,0.249,0.723,107.979,0,0,soulDecision,Faded
5,7,0.301,7,4,0.0333,-6.974,255760,0.93,253,0.661,0.13,0.608,98.05,8.93E-06,1,Mystikal,Shake It Fast
5,8,0.0445,1,4,0.0716,-4.958,236827,0.78,230,0.327,0.0565,0.69,98.002,8.19E-05,0,MÌ_a,Case of the Ex
5,9,0.135,1,4,0.0429,-4.121,204733,0.944,205,0.917,0.0462,0.886,117.03,0,1,Aaron Carter,Aaron's Party (Come Get It)
5,10,0.0317,8,4,0.0669,-5.707,206227,0.765,204,0.966,0.262,0.791,95.026,0.000154,1,Britney Spears,Lucky
5,11,0.0252,6,4,0.0765,-5.088,234960,0.63,233,0.672,0.231,0.625,167.998,0,0,Backstreet Boys,Show Me the Meaning of Being Lonely
5,12,0.0759,1,4,0.119,-8.059,274227,0.75,231,0.285,0.282,0.446,119.489,0,0,SisqÌ_,Incomplete
5,13,0.0368,8,4,0.412,-4.632,252600,0.515,252,0.639,0.0158,0.908,150.031,1.88E-05,1,Mandy Moore,I Wanna Be with You
5,14,0.049,5,4,0.276,-3.552,296733,0.709,256,0.524,0.19,0.891,99.376,0.0102,0,Janet Jackson,Doesn't Really Matter
5,15,0.0341,7,4,0.0755,-3.119,218200,0.618,217,0.934,0.0796,0.941,104.774,2.51E-06,1,BBMak,Back Here
5,16,0.066,7,4,0.0939,-5.204,189333,0.481,191,0.643,0.000891,0.94,96.493,0,1,Nine Days,Absolutely (Story of a Girl)
5,17,0.0306,11,4,0.165,-5.054,233827,0.545,233,0.591,0.00624,0.86,99.031,2.18E-05,0,3 Doors Down,Kryptonite
5,18,0.0564,7,4,0.22,-4.227,281507,0.471,272,0.534,0.00513,0.868,186.67,7.23E-06,1,Everclear,Wonderful
5,19,0.0505,0,4,0.341,-3.997,224493,0.537,223,0.56,0.0338,0.903,120.069,1.53E-05,0,Bon Jovi,It's My Life
6,1,0.0521,11,4,0.273,-3.957,203000,0.707,202,0.854,0.128,0.923,108.049,0.000437,1,Britney Spears,Stronger
6,2,0.028,0,4,0.19,-4.478,201067,0.729,199,0.793,0.229,0.752,110.007,0,0,Samantha Mumba,Gotta Tell You
6,3,0.0479,8,4,0.0821,-4.843,200400,0.61,199,0.879,0.031,0.926,172.638,0.0012,0,NSYNC,Bye Bye Bye
6,4,0.0319,6,4,0.147,-8.045,220000,0.614,214,0.784,0.0745,0.979,131.983,0.000471,1,ATC,Around the World (La La La La La)
6,5,0.0707,4,4,0.473,-5.115,221227,0.786,220,0.697,0.00305,0.842,97.577,3.54E-06,0,Jennifer Lopez,Love Don't Cost a Thing
6,6,0.263,6,4,0.183,-3.751,221627,0.517,219,0.924,0.388,0.598,96.933,2.22E-06,0,Destiny's Child,Independent Women Part I
6,7,0.0695,0,4,0.353,-4.774,227547,0.849,227,0.665,0.0618,0.619,94.762,0,1,Shaggy,It Wasn't Me
6,8,0.0631,2,4,0.0651,-7.08,263440,0.721,204,0.769,0.102,0.723,88.933,4.4E-06,0,3LW,No More (Baby I'ma Do Right)
6,9,0.0264,0,4,0.595,-4.422,260267,0.683,217,0.441,0.092,0.664,116.141,0,1,K-Ci & JoJo,Crazy
6,10,0.0833,6,4,0.28,-8.136,332827,0.623,249,0.675,0.0579,0.485,79.083,0,1,R. Kelly,I Wish
6,11,0.0296,9,4,0.159,-4.353,230093,0.575,229,0.533,0.252,0.786,96.102,0,1,Backstreet Boys,Shape of My Heart
6,12,0.038,0,4,0.0949,-5.461,202027,0.457,201,0.406,0.000487,0.926,93.964,5.69E-05,1,Evan and Jaron,Crazy for This Girl
6,13,0.0281,11,4,0.234,-7.227,266773,0.429,268,0.279,0.00239,0.661,173.365,0.00013,1,Coldplay,Yellow
6,14,0.0296,2,4,0.161,-5.035,228933,0.554,226,0.767,0.0186,0.82,79.155,4.91E-05,1,Lenny Kravitz,Again
6,15,0.0422,1,4,0.217,-4.117,237347,0.315,236,0.337,0.000142,0.829,152.135,0.00077,1,Fuel,Hemorrhage (In My Hands)
6,16,0.033,0,4,0.118,-8.476,274800,0.42,232,0.121,0.0038,0.546,138.946,0.000787,1,Creed,With Arms Wide Open
6,17,0.036,4,4,0.119,-7.34,232453,0.645,232,0.655,0.0562,0.792,90.565,0.0121,0,Incubus,Drive
6,18,0.0481,2,4,0.382,-6.474,248067,0.537,244,0.463,0.0144,0.921,136.264,0.00479,1,U2,Beautiful Day
6,19,0.0832,1,4,0.235,-4.314,236933,0.622,229,0.615,0.0636,0.964,92.973,1.03E-05,1,Everclear,AM Radio
7,1,0.41,1,4,0.775,-2.027,254027,0.514,240,0.614,0.0559,0.911,161.109,0,0,Destiny's Child,Survivor
7,2,0.0867,2,3,0.104,-3.288,330027,0.752,262,0.685,0.0178,0.925,113.528,0.125,1,Janet Jackson,All for You
7,3,0.0767,2,4,0.11,-6.618,184120,0.703,211,0.917,0.0554,0.75,95.029,0.000131,0,Samantha Mumba,"Baby, Come Over (This Is Our Night)"
7,4,0.0828,5,4,0.223,-3.749,219893,0.688,218,0.835,0.0161,0.945,109.022,0.00466,0,Mandy Moore,In My Pocket
7,5,0.162,1,4,0.0361,-4.229,211493,0.775,210,0.893,0.0303,0.729,104.719,0.00247,0,Jennifer Lopez,Play
7,6,0.0772,10,4,0.331,-3.318,204800,0.696,233,0.734,0.117,0.874,104.196,0,0,Backstreet Boys,The Call (Neptunes Remix)
7,7,0.124,6,4,0.269,-5.465,283533,0.656,221,0.614,0.00395,0.724,185.748,4.98E-05,0,3LW,Playas Gon' Play
7,8,0.0479,7,4,0.247,-6.625,291782,0.854,253,0.758,0.0668,0.692,101.865,0,1,Nelly featuring City Spud,Ride wit Me
7,9,0.215,7,4,0.0302,-5.394,212173,0.913,212,0.708,0.193,0.864,97.975,2.52E-05,1,Mystikal featuring Nivea,Danger (Been So Long)
7,10,0.182,10,4,0.0411,-5.578,241400,0.92,265,0.806,0.0103,0.487,92.836,0,0,R. Kelly featuring Jay-Z and Boo & Gotti,Fiesta Remix
7,11,0.116,8,4,0.0674,-4.278,229933,0.909,223,0.873,0.243,0.539,90.038,0,0,Eve featuring Gwen Stefani,Let Me Blow Ya Mind
7,12,0.24,7,4,0.418,-7.053,175560,0.732,170,0.833,0.278,0.793,95.918,0,1,City High,What Would You Do?
7,13,0.0417,4,4,0.273,-6.567,230933,0.632,230,0.709,0.159,0.756,138.96,0,1,Britney Spears,Don't Let Me Be the Last to Know
7,14,0.0329,2,4,0.128,-6.279,284760,0.55,283,0.459,0.354,0.587,165.975,0,1,NSYNC,This I Promise You
7,15,0.0283,5,4,0.0923,-5.481,240640,0.642,240,0.456,0.487,0.547,122.951,0,1,S Club 7,Never Had a Dream Come True
7,16,0.0352,1,4,0.0716,-4.95,216067,0.531,215,0.39,0.000983,0.855,124.578,0,1,Lifehouse,Hanging by a Moment
7,17,0.0539,9,4,0.0824,-4.033,214333,0.517,214,0.642,0.005,0.89,118.009,1.47E-05,1,Aerosmith,Jaded
7,18,0.0265,2,4,0.128,-4.891,190733,0.618,190,0.857,0.0852,0.871,134.475,0,1,Evan and Jaron,From My Head to My Heart
7,19,0.0745,10,4,0.335,-1.886,188840,0.389,188,0.594,0.000406,0.959,151.334,1.09E-05,1,American Hi-Fi,Flavor of the Weak
8,1,0.275,1,4,0.152,-4.386,207907,0.84,207,0.624,0.00281,0.835,103.376,1.11E-06,0,Destiny's Child,Bootylicious
8,2,0.154,11,4,0.127,-6.684,238427,0.706,174,0.92,0.0341,0.861,119.946,0,1,NSYNC,Pop
8,3,0.153,11,4,0.0649,-7.678,258667,0.701,195,0.576,0.197,0.601,83.433,0,0,Jennifer Lopez,I'm Real
8,4,0.117,6,4,0.31,-6.516,213027,0.767,212,0.671,0.0513,0.759,89.989,0,1,Joe featuring Mystikal,Stutter (Double Take Remix)
8,5,0.041,2,4,0.156,-4.043,272360,0.729,272,0.918,0.135,0.914,127.907,0.000672,1,Janet Jackson,Someone to Call My Lover
8,6,,,,,,,,213,,,,,,,Christina Milian,AM to PM
8,7,0.136,4,4,0.391,-3.325,227427,0.58,224,0.799,0.143,0.927,188.001,0,0,Jessica Simpson,A Little Bit
8,8,0.0277,7,4,0.0797,-5.189,221573,0.619,229,0.513,0.0578,0.77,102.008,4.37E-06,1,Mandy Moore,Crush
8,9,0.0523,7,4,0.194,-10.675,276907,0.684,273,0.577,0.094,0.642,93.011,0.000188,1,Aaliyah,Rock the Boat
8,10,0.03,1,4,0.0733,-4.551,247840,0.816,247,0.654,0.0227,0.5,124.037,1.53E-06,1,Usher,U Got It Bad
8,11,0.0287,4,4,0.0805,-6.705,224933,0.58,221,0.491,0.0102,0.729,80.061,0,0,Backstreet Boys,More Than That
8,12,0.172,10,4,0.0698,-8.627,340920,0.663,222,0.515,0.0249,0.694,167.964,0,0,Gorillaz,Clint Eastwood
8,13,0.0491,1,4,0.319,-4.196,225360,0.688,152,0.96,0.00039,0.979,119.901,0.717,0,The Wiseguys featuring Greg Nice,Start the Commotion
8,14,,,,,,,,208,,,,,,,JIVEjones,"Me, Myself & I"
8,15,0.0518,11,4,0.457,-3.467,183280,0.563,184,0.908,0.0206,0.972,82.337,1.3E-06,0,Smash Mouth,I'm a Believer
8,16,0.0715,9,4,0.0769,-5.176,178267,0.574,178,0.613,0.000618,0.911,98.075,0,1,Sum 41,Fat Lip
8,17,0.111,9,4,0.0708,-4.563,171600,0.418,169,0.826,0.000389,0.959,193.074,0,1,Blink-182,The Rock Show
8,18,0.0434,9,4,0.0809,-4.774,195040,0.279,193,0.184,0.000456,0.728,175.917,1.46E-06,1,Fuel,Bad Day
8,19,0.025,7,4,0.128,-5.473,265907,0.494,235,0.321,0.00607,0.697,95.951,7.79E-06,1,3 Doors Down,Be Like That
8,20,0.0272,2,4,0.234,-6.345,296200,0.532,296,0.63,0.00435,0.827,100.161,0.000316,1,U2,Walk On
9,1,0.0475,11,4,0.212,-3.387,191667,0.806,242,0.963,0.00127,0.902,128.943,0,0,Pink featuring Redman,Get the Party Started/Sweet Dreams
9,2,0.106,5,4,0.107,-3.579,203600,0.847,203,0.962,0.415,0.843,110.027,0.000134,0,Britney Spears,I'm a Slave 4 U
9,3,0.0436,8,4,0.0861,-3.795,265867,0.925,239,0.967,0.138,0.56,92.895,1.19E-05,0,Mary J. Blige,Family Affair
9,4,0.0406,1,4,0.202,-4.862,196160,0.793,195,0.878,0.236,0.832,107.661,1.12E-05,0,Shakira,"Whenever, Wherever"
9,5,0.123,8,4,0.0523,-5.619,236653,0.808,240,0.721,0.355,0.637,89.438,0,1,Jennifer Lopez,Ain't It Funny
9,6,0.322,1,4,0.0358,-4.035,257000,0.872,258,0.685,0.0572,0.769,106.05,0,1,Ja Rule featuring Case,Livin' It Up
9,7,0.254,2,4,0.594,-8.642,296587,0.919,240,0.864,0.0942,0.677,131.05,0,1,Ludacris,Rollout (My Business)
9,8,0.0727,1,4,0.145,-6.602,261027,0.801,260,0.808,0.128,0.931,105.526,0,1,Mr. Cheeks,"Lights, Camera, Action!"
9,9,0.182,11,4,0.181,-2.938,275173,0.725,238,0.764,0.193,0.925,155.994,0,1,Petey Pablo,Raise Up (All Cities Remix)
9,10,0.304,5,4,0.0888,-8.211,212293,0.792,214,0.305,0.178,0.661,93.005,9.7E-06,0,City High featuring Eve,Caramel (Trackmasters Remix)
9,11,0.106,2,4,0.458,-6.231,275960,0.604,275,0.684,0.0859,0.666,180.279,0.000863,1,Nelly Furtado,Turn Off the Light
9,12,0.0597,11,4,0.109,-8.581,292000,0.704,290,0.491,0.43,0.409,113.863,0,0,N Sync,Gone
9,13,0.119,7,4,0.0969,-4.944,236400,0.412,234,0.35,0.163,0.577,173.675,0,1,Destiny's Child,Emotion
9,14,0.0665,3,4,0.222,-8.305,265813,0.622,248,0.436,0.335,0.492,63.06,0,0,Ginuwine,Differences
9,15,0.0396,6,4,0.0985,-5.968,267227,0.568,266,0.469,0.0799,0.782,141.942,0,1,Backstreet Boys,Drowning
9,16,0.024,4,4,0.117,-4.866,272293,0.531,221,0.326,0.351,0.653,158.498,9.7E-05,1,U2,Stuck in a Moment You Can't Get Out Of
9,17,0.0867,2,4,0.087,-5.677,231267,0.579,197,0.417,0.0519,0.958,100.058,0,1,Aerosmith,Just Push Play
9,18,0.0291,9,4,0.0579,-3.878,217533,0.671,214,0.844,0.0129,0.921,118.424,0.0235,1,Lenny Kravitz,Dig In
9,19,0.0387,9,4,0.102,-7.48,212733,0.246,212,0.341,0.000631,0.768,169.873,0.301,1,Incubus,Wish You Were Here
9,20,0.111,1,4,0.114,-5.33,274733,0.383,235,0.2,0.000171,0.962,152.326,0.0122,1,Adema,Giving In
10,1,0.38,5,4,0.356,-4.737,200053,0.433,186,0.914,0.0072,0.815,191.803,1.92E-06,0,Britney Spears,Overprotected (The Darkchild Remix)
10,2,0.034,9,4,0.089,-7.604,231480,0.768,229,0.966,0.0269,0.55,126.013,0.578,0,Kylie Minogue,Can't Get You Out of My Head
10,3,0.0297,11,4,0.152,-5.288,208040,0.778,206,0.887,0.033,0.851,125.993,0.00106,1,Enrique Iglesias,Escape
10,4,0.06,10,4,0.116,-5.745,230200,0.648,236,0.633,0.00336,0.883,101.989,0,0,Marc Anthony,I've Got You
10,5,0.0907,0,4,0.0282,-5.213,253600,0.748,284,0.852,0.0866,0.811,93.963,1.45E-05,0,*NSYNC featuring Nelly,Girlfriend (The Neptunes Remix)
10,6,0.157,10,4,0.154,-4.71,200200,0.843,171,0.791,0.0573,0.612,93.975,0.000305,0,Jennifer Lopez featuring Nas,I'm Gonna Be Alright (Trackmasters Remix)
10,7,0.0461,6,4,0.247,-5.198,289653,0.661,218,0.683,0.005,0.832,119.863,3.71E-06,0,Paulina Rubio,Don't Say Goodbye (Radio Edit)
10,8,0.108,11,4,0.383,-2.355,204360,0.829,202,0.914,0.199,0.982,129.897,0,0,Baha Men,Move It Like This
10,9,0.335,11,4,0.185,-6.046,230693,0.417,228,0.805,0.0622,0.704,86.804,0,1,Aaliyah,More Than a Woman
10,10,0.0688,2,4,0.0592,-4.955,223293,0.855,186,0.903,0.0881,0.681,99.699,3.7E-06,1,B2K,Uh Huh
10,11,0.278,5,4,0.301,-6.007,245063,0.607,208,0.838,0.205,0.714,96.619,0,0,Ja Rule featuring Ashanti,Always on Time
10,12,,,,,,,,203,,,,,,,Jade Anderson,Sugarhigh
10,13,0.189,11,3,0.0492,-6.444,254493,0.406,249,0.449,0.476,0.765,101.954,0,0,Musiq Soulchild,Halfcrazy
10,14,0.0415,8,4,0.104,-5.328,224067,0.616,219,0.361,0.686,0.597,165.508,0,1,Shakira,Underneath Your Clothes
10,15,0.0352,11,4,0.227,-3.794,237440,0.56,235,0.336,0.314,0.825,94.931,0,1,Vanessa Carlton,A Thousand Miles
10,16,0.0354,6,3,0.187,-9.869,341800,0.436,258,0.0594,0.722,0.333,119.483,9.61E-06,1,Celine Dion,A New Day Has Come
10,17,0.0267,2,4,0.183,-8.434,273213,0.623,213,0.365,0.0461,0.569,112.039,0.638,1,Moby,We Are All Made of Stars
10,18,0.0415,0,4,0.187,-4.269,171533,0.582,169,0.846,0.000642,0.914,95.597,0,1,Blink-182,First Date
10,19,0.0237,7,4,0.266,-7.226,255693,0.541,254,0.417,7.31E-05,0.505,77.119,0.00362,0,Lenny Kravitz,Stillness of Heart
10,20,0.0342,10,4,0.107,-5.032,223813,0.437,222,0.473,0.00109,0.779,172.153,0,1,Nickelback,How You Remind Me
11,1,0.144,9,4,0.0595,-5.005,228227,0.965,228,0.912,0.218,0.736,107.07,0,0,Nelly,Hot in Herre
11,2,0.181,6,4,0.301,-6.078,264653,0.781,237,0.688,0.377,0.869,97.025,1.2E-06,1,N.O.R.E.,Nothin'
11,3,0.0604,1,4,0.101,-3.763,239267,0.728,238,0.836,0.0783,0.826,94.36,0,0,Eve featuring Alicia Keys,Gangsta Lovin'
11,4,0.107,5,4,0.0626,-3.189,207133,0.842,201,0.951,0.16,0.656,102.794,0,0,Beenie Man featuring Janet Jackson,Feel It Boy
11,5,0.0688,9,4,0.35,-8.274,432147,0.786,218,0.314,0.0499,0.853,126.99,0.0872,0,Dirty Vegas,Days Go By
11,6,0.0436,3,4,0.049,-6.037,237933,0.603,236,0.521,0.024,0.778,124.999,0.0461,0,Kylie Minogue,Love at First Sight
11,7,0.0677,11,4,0.0246,-5.282,222533,0.603,218,0.693,0.0147,0.864,179.344,0,0,Shakira,Objection (Tango)
11,8,0.0812,4,4,0.39,-4.731,302040,0.727,247,0.869,0.247,0.73,138.177,0,1,No Doubt featuring Lady Saw,Underneath It All
11,9,0.0387,7,4,0.0372,-4.646,222173,0.579,198,0.731,0.0225,0.836,161.973,0,1,Jennifer Love Hewitt,BareNaked
11,10,0.0319,0,3,0.187,-4.254,238520,0.395,238,0.434,0.261,0.679,185.421,0,1,Vanessa Carlton,Ordinary Day
11,11,0.0273,2,4,0.164,-8.387,228480,0.574,226,0.506,0.569,0.4,146.018,6.19E-06,1,Dixie Chicks,Landslide
11,12,,,,,,,,272,,,,,,,Aaliyah,I Care 4 U
11,13,0.0547,1,4,0.173,-6.934,259493,0.622,239,0.627,0.26,0.573,127.132,0,0,Ginuwine,Stingy
11,14,0.028,5,4,0.0659,-11.775,186147,0.732,183,0.636,0.883,0.198,88.174,1.1E-05,1,Norah Jones,Don't Know Why
11,15,0.0364,4,3,0.179,-4.54,200480,0.427,190,0.297,0.00216,0.843,147.387,0,1,Chad Kroeger featuring Josey Scott,Hero
11,16,0.0437,9,3,0.2,-5.192,178360,0.39,178,0.532,0.000728,0.803,103.544,2.55E-06,0,Hoobastank,Running Away
11,17,0.0278,9,4,0.298,-5.453,226680,0.425,226,0.198,0.0565,0.587,144.642,5.16E-06,1,Coldplay,In My Place
11,18,0.0337,2,4,0.348,-5.834,238240,0.388,237,0.199,0.00809,0.689,126.362,0.000946,1,Creed,One Last Breath
11,19,0.0318,1,4,0.0719,-5.306,251333,0.388,250,0.455,0.000563,0.746,159.675,0,1,Our Lady Peace,Somewhere Out There
11,20,0.0279,9,3,0.187,-10.817,267027,0.35,177,0.503,0.043,0.49,183.571,0,1,Bon Jovi,Everyday
12,1,,,,,,,,203,,,,,,,Jay-Z featuring BeyoncÌ©,03 Bonnie & Clyde
12,2,0.215,1,4,0.0414,-6.028,282533,0.833,232,0.883,0.0956,0.681,95.48,0,0,B2K and P. Diddy,"Bump, Bump, Bump"
12,3,0.207,6,4,0.0575,-5.46,187840,0.844,168,0.961,0.00833,0.754,100.002,3.42E-06,1,Jennifer Lopez,Jenny from the Block
12,4,0.164,11,4,0.241,-4.369,213227,0.879,210,0.887,0.114,0.73,99.925,0,0,Nivea featuring Brian and Brandon Casey of Jagged Edge,Don't Mess with My Man
12,5,0.254,6,4,0.299,-3.932,287000,0.646,206,0.702,0.218,0.812,95.014,0,1,LL Cool J,Luv U Better
12,6,0.316,4,4,0.089,-10.211,304000,0.777,270,0.636,0.087,0.474,164.123,0,0,Nelly featuring St. Lunatics,Air Force Ones
12,7,0.3,5,4,0.321,-5.105,203000,0.658,201,0.709,0.172,0.936,95.439,0,0,Nas,Made You Look
